ticker,market_date,price,open,high,low,volume,change
ETH,10/9/2020,365.28,350.71,368.19,347.82,7.85M,4.12%
ETH,10/8/2020,350.83,341.66,352.95,334.79,6.85M,2.74%
ETH,10/7/2020,341.48,340.59,342.68,334.11,5.77M,0.26%
ETH,10/6/2020,340.61,353.53,354.9,337.21,7.32M,-3.59%
ETH,10/5/2020,353.28,352.69,354.86,348.76,4.96M,0.16%
ETH,10/4/2020,352.73,345.6,353.97,344.03,4.77M,2.06%
ETH,10/3/2020,345.6,345.78,351.04,343.74,4.48M,-0.02%
ETH,10/2/2020,345.68,353.06,353.61,335.91,7.27M,-2.09%
ETH,10/1/2020,353.07,359.5,369.1,345.66,7.93M,-1.76%
ETH,9/30/2020,359.39,359.77,360.94,352.81,5.43M,-0.13%
ETH,9/29/2020,359.86,353.97,360.66,351.48,6.26M,1.63%
ETH,9/28/2020,354.08,357.42,367.63,352.57,7.77M,-0.88%
ETH,9/27/2020,357.23,354.26,362,347.51,6.35M,0.84%
ETH,9/26/2020,354.25,351.62,355.87,346.95,6.48M,0.75%
ETH,9/25/2020,351.63,349.13,357.8,338.01,8.47M,0.70%
ETH,9/24/2020,349.17,319.97,352.6,317.27,9.40M,9.13%
ETH,9/23/2020,319.95,343.96,344.12,315.54,13.88M,-7.00%
ETH,9/22/2020,344.03,341.32,346.19,336.15,9.29M,0.80%
ETH,9/21/2020,341.3,371.09,375.34,331.41,11.41M,-8.03%
ETH,9/20/2020,371.12,385.33,385.39,365.48,7.30M,-3.67%
ETH,9/19/2020,385.25,384.25,386.99,377.63,6.74M,0.27%
ETH,9/18/2020,384.2,389.37,392.21,375.81,8.95M,-1.23%
ETH,9/17/2020,388.97,364.75,393.96,363.54,12.85M,6.60%
ETH,9/16/2020,364.88,363.91,372.88,355.18,9.06M,0.24%
ETH,9/15/2020,364.01,376.7,381.67,362.4,9.06M,-3.37%
ETH,9/14/2020,376.7,365.89,383.99,357.54,10.34M,3.01%
ETH,9/13/2020,365.71,388.06,389.51,353.85,10.38M,-5.74%
ETH,9/12/2020,387.98,373.74,388.12,366.05,11.49M,3.82%
ETH,9/11/2020,373.72,367.89,374.41,356.38,12.53M,1.58%
ETH,9/10/2020,367.92,351.1,376.92,350.86,16.50M,4.79%
ETH,9/9/2020,351.1,337.46,358.33,331.12,14.07M,4.04%
